distance,quantity,expiry_hours,food_category,biodegradability_factor,urgency_score
34.369534812351766,10,54,1,0.2993407525181282,31.045615733773058
22.287548440110264,12,34,1,0.4987360077004103,52.2102451662684
6.540892624816552,38,7,2,0.7914004042028334,69.43278309917953
25.011257050507876,34,35,0,0.338256546399063,60.26016291580566
2.2022317952033106,41,15,1,0.379712721281182,66.87373006332759
45.51135990289971,10,65,0,0.6399498622640235,39.11474249945934
13.309609089200837,17,25,0,0.31395642605042823,68.65440295502748
33.294853075522106,17,59,0,0.6257967591635232,44.158820855753284
15.929698266425842,67,6,0,0.4484178039450561,87.79089953346761
26.243367048301636,62,52,1,0.13093138531121323,29.838458293062814
27.562158827492343,95,21,2,0.4624311576087675,51.27550533148687
9.650295548513588,1,71,1,0.9275727515672304,27.13227895856821
48.49443907434565,12,32,2,0.36380069122011455,39.829717631037695
38.86907475637517,4,53,0,0.3905491504928221,45.3014469929096
47.00519760742736,42,59,2,0.1593467992533582,12.399693665854898
44.79395384616862,13,69,0,0.6535427037123649,35.82538611984728
30.096048951148713,98,62,1,0.864318127868505,33.95682035872862
46.13277463364428,85,4,1,0.4176306037837915,77.2481784081428
4.880378851570015,86,18,2,0.3162210017679896,51.34238123990011
10.201151689747688,4,56,0,0.9609506687474728,52.71988750138556
2.7387508010716344,82,24,0,0.7705653531323396,77.59406664183534
16.603851372781584,69,66,2,0.6104472033549381,14.183719889937526
19.73952583962936,19,13,0,0.37497804971039567,80.31884605765036
13.931777072807847,2,62,0,0.29871821617876076,35.74025280753072
41.522506703020504,12,54,0,0.7441696351004206,50.65915957103536
18.15928967133267,81,15,1,0.5696099354236097,70.22467225708913
14.406258229525347,74,69,1,0.568539835122683,22.561362353988034
27.3634561163333,98,3,1,0.16633883680501943,73.6961669777904
7.475749136250751,6,37,0,0.5609750290836454,62.42566357066905
40.20875054732496,8,37,1,0.8404696279355444,55.59359273621578
4.190256862148655,51,3,0,0.9521193500161831,99.32617193200817
49.35090336172561,11,63,0,0.19601415773356162,33.045624163748435
38.72611608018454,63,35,2,0.6680486896291637,42.551590769126356
10.336426235941534,57,52,0,0.6115125257184222,50.08288947540169
0.7733447976183188,12,28,1,0.9012812418533277,64.6074173879914
40.86534070851429,73,18,1,0.7761196271663844,71.22184702488374
35.48943852045705,2,36,0,0.9687356822487819,70.50334651226508
36.58585481802887,8,33,1,0.9640292838237966,61.30315360582238
38.67788216095431,11,64,0,0.30311658401069874,34.05325837493124
4.165210260837473,53,26,2,0.7528157847103799,51.988135853979
18.244053562941495,100,48,0,0.577470782228405,53.01140281170213
6.235518446493921,10,40,0,0.2931417956937749,55.0525432326751
43.22361958084188,85,17,2,0.2753821739956607,51.50404005464709
31.35325727796412,84,40,1,0.17297590713965785,41.16802986252639
16.879452230206134,8,7,2,0.8159907487768201,69.86670638533317
3.64613833915817,36,57,2,0.3920543025580086,18.270678219469346
15.893624924925279,93,8,0,0.8712719517960699,93.48801094898033
16.59657444032398,76,56,0,0.6474838294208931,47.188425320709904
36.61550582773417,14,31,2,0.7062700193546148,46.755264366108534
32.05909483208305,54,59,1,0.362506374649177,27.748720606197956
44.41703075752817,85,58,2,0.5115648514561152,19.49726720481112
23.87463879551649,86,12,1,0.4710858202748124,71.13302004559186
6.419915173945935,21,48,2,0.3121197975321411,24.800885032477073
35.80561696753825,50,31,2,0.8492609516741133,49.27849437029032
38.15885990653642,94,63,1,0.659876055225959,29.466914169549046
28.283221279690064,39,39,2,0.13368877970776313,29.59301410608547
38.66287540775077,20,20,0,0.8379253174408197,82.31192303256633
24.94288202003734,88,48,2,0.19543398042573232,22.741837301202082
26.375275054408707,87,71,0,0.46332679017930334,30.704211729002406
21.663280408748207,7,54,1,0.6141312114673402,36.600434617505144
1.7582467738327119,9,71,1,0.10688612109509621,12.650373732499798
5.8406256361685704,1,29,0,0.6876172948986425,71.71883723573424
2.0557446914933455,26,48,2,0.6937326456042313,31.53485740832864
32.00231535755713,38,56,0,0.687273685419382,47.89056046235041
16.06062106327817,38,17,0,0.24712114429564944,74.53345556189323
25.674249212652786,61,9,1,0.3301590940961945,71.29312779767724
45.42454045934161,44,34,0,0.32263823757946625,60.86686512673373
12.83996534286931,86,45,2,0.9640602848616734,38.95199424181339
20.81395469026367,44,9,0,0.16077536850328955,80.06822435192203
37.89978135788091,74,7,1,0.4858853569331536,75.80569491491049
11.825509191835312,62,16,2,0.8841285152381747,63.12833333258826
4.310505536525253,6,19,1,0.7925193950029444,70.6289345054183
14.842696919231518,17,6,0,0.8401979121840341,94.70428423636163
8.48045371907322,51,11,0,0.9750642257100998,92.67262553261966
46.52003379095736,38,61,1,0.44853563104587,27.502191690911015
40.50195878843864,24,42,1,0.37868974694241503,43.033465160560404
31.853485947265963,51,13,2,0.1275935411351776,52.42536622539629
43.63729921429203,10,12,1,0.23501742561087588,66.96733732157028
40.28176780650617,72,20,1,0.6058131890887217,66.45199691049255
9.735217914858774,21,50,0,0.24189453554800608,45.32518777061732
44.6816704252539,70,36,0,0.7626745143828196,66.8671738331865
27.197440974824712,85,69,1,0.13350934442434376,14.884777768810856
40.468287680621096,57,37,1,0.3335392209140937,46.648256187387716
44.85651934621291,39,12,0,0.7259078110496398,87.39368630780149
16.241172011107263,88,40,2,0.32995254181515743,32.1739967396504
5.9475702641199995,33,54,2,0.7558844178020176,27.337767599227693
11.782790545826114,59,2,2,0.9962774878876317,77.45958233148079
21.641835536999686,18,50,2,0.8173755599041933,31.952062260274545
40.99173091316341,56,41,0,0.40765191288490227,56.19089418003611
43.106163871189,92,45,1,0.9105327105654352,49.771498174755365
0.8441304612939398,57,9,2,0.1460617621013885,56.28047480578135
25.781991477589504,96,62,0,0.7525061420025809,43.74783266871853
21.16184465586456,76,47,1,0.12099009840640755,34.07455451134353
11.494336618301148,48,5,2,0.25709994582126855,61.76908072559316
6.433335683017299,42,1,1,0.9888271673847171,89.97447355617794
17.211950984479582,27,44,2,0.4247964212448763,30.318403002045898
47.1740303436697,74,22,1,0.838449440347815,68.79250734279988
16.498545135027385,52,38,2,0.43847804155204184,35.85365522594842
26.180135776296623,42,19,2,0.8560256057180341,59.98551442901493
35.299438465311304,32,31,1,0.9688956041140968,63.153633503340615
18.49966531777505,26,67,1,0.4919826190772499,22.97503568904642
48.603213094687554,25,42,1,0.6034142726634515,46.99897302023269
48.1411410996345,75,26,0,0.665775540967211,73.98032841225852
12.963223643355526,23,13,0,0.9413513219577119,90.31311639996757
25.11380104167308,98,58,1,0.3310696786911021,28.076290228799454
15.393476335930098,57,18,0,0.650124435550354,80.76258129469562
14.599604471684646,52,67,2,0.3922482054008283,9.451057841009687
2.3259038940493735,87,3,1,0.2952398621641775,75.97076530007628
30.673434532004894,93,55,0,0.17642830512089275,39.75844416661555
25.382611649828643,31,58,1,0.658639777362354,33.85661970866665
3.048198186874473,64,63,2,0.8938769309844116,21.832057275523592
14.292999979712267,71,52,2,0.41625359996006134,23.10922205653251
45.45916135534936,33,24,0,0.5974016825736795,74.53840596391498
12.358313588015134,85,72,2,0.6779204157647042,10.080532661864062
7.672296168515543,2,9,1,0.47318516001568356,73.81697777231601
24.72791163373937,18,37,0,0.9130130653294524,68.63775633249469
49.289697478474736,47,53,1,0.4264796450810589,34.17142351313371
12.48173593981927,33,24,1,0.2125097380808593,55.982514371399404
33.77070959659099,98,21,1,0.22961832224652962,58.93132648614957
38.20017095877152,84,40,2,0.9017718530569415,42.264368343578234
12.263058427623784,35,62,1,0.9892072385631638,36.160624097809304
36.54670925628705,51,70,2,0.36004406551454526,6.235868281856686
18.705265069603033,18,69,1,0.2292424530892403,16.57409224671865
31.799138614382183,88,14,2,0.5339910535805885,58.714386670473736
31.85972068266429,72,42,2,0.7385752572189381,37.61997910263614
27.020846861700544,30,50,2,0.6511626172926749,29.019054711630567
4.969343617693211,44,61,1,0.9559973638743514,36.4569040595659
41.847473531667276,53,4,1,0.8360000955744653,84.63076160692768
16.378613216100923,10,72,2,0.8820749485576019,13.683060698269559
9.732666264792785,87,17,1,0.5875004429641633,68.77576125524399
2.5183695069608136,52,57,2,0.39454767399830504,18.31467646136953
29.74920068781797,49,48,1,0.7315624094145212,43.96646060430297
34.03943591119298,11,44,2,0.4951477359562556,31.55982821156026
1.3210975319288796,66,45,2,0.35897881650609215,28.274675819147337
25.84860638581441,58,33,0,0.23704361710506777,60.2387594635873
11.71154087229793,90,31,1,0.5750867871006062,56.20445003498248
32.43605312526777,36,47,1,0.6348282104799269,43.14178500382722
9.131138235747077,33,6,0,0.6119071143887574,90.67584564006968
34.70141803607206,47,72,2,0.20489352709019862,1.7334604459742184
19.643399641876602,13,71,2,0.6129885875848688,9.8170443674003
46.86813444246836,40,34,0,0.2515726961246269,59.61283661210306
7.307286735226666,89,53,0,0.6973427489063221,50.715152603823235
17.382784376987797,68,14,2,0.48644559699898005,57.875395549406136
6.116939301409159,42,16,1,0.8639097289652399,74.535606937215
46.27233410478886,19,43,0,0.8004391703144009,61.35744272129258
43.92829799235856,82,12,0,0.7519438463649704,87.8531203742274
13.268110571900202,94,70,0,0.730663389400872,36.30396001787825
33.169210278691864,19,19,0,0.6044392355302918,79.0741122167593
40.952498909960184,58,41,0,0.1550022185155099,51.73261644843984
27.982440174173384,23,53,0,0.6899406611797009,50.58453474196004
26.71770362862232,54,29,2,0.5202299598073438,45.236994247230115
12.471688399572358,80,70,2,0.5225992425941797,9.104330592641178
5.108587006392011,65,59,0,0.44111997591964275,40.89999882418874
44.912180018689675,12,64,2,0.9361638233575396,21.69595113037223
45.070693829584854,24,24,1,0.32450614025718916,57.95881229286691
31.838522135026764,34,16,1,0.3849350080688017,66.0835787742677
17.281974656910684,53,52,0,0.9667367044620604,56.351205175407515
17.785873943326713,8,6,1,0.8291383617490282,82.74507047453646
36.43480610407685,18,37,1,0.11267777094658299,42.75091648699383
44.906957867652565,57,4,2,0.9154968398756865,74.26951182952796
44.410778001123305,5,38,2,0.30398256894976333,33.480336817628604
39.10383951995238,26,41,2,0.7353392852494571,38.44518106984447
32.28056648463724,30,14,2,0.597765796630494,59.83976114396098
4.6649282672549175,54,71,1,0.5831306952425056,21.05422549655784
8.500621347683381,13,51,0,0.7461291910534473,53.34065066129614
44.97843233209042,83,65,2,0.28646332470499575,9.348977350271142
30.518238453149703,29,52,1,0.2431226176897839,31.81819420464648
0.9552540550231676,3,30,2,0.6867213460596567,47.29261103531986
5.522841371868589,90,57,1,0.361521306014196,29.495946403173534
33.34333757084876,58,30,2,0.9765551868919848,52.40704333919018
0.750548400387825,76,42,0,0.5063606551672061,57.05041273830421
8.459998545166183,2,11,2,0.20043731800626874,55.47538203243195
27.662322573646012,75,27,0,0.7172336495548401,74.00605831888952
34.74881228578832,28,24,2,0.37554336321951814,47.09536341107578
32.77208234537873,82,39,2,0.233728684859262,31.358326676603905
11.60133081829771,77,72,2,0.48054102660092884,6.5975593791085725
35.752871456703026,86,18,1,0.9678000502785503,74.60425587393023
12.243829831091604,76,45,1,0.470287518748417,42.0028945355581
16.607285058883754,2,12,0,0.4126003891579571,81.86503722057446
37.4513245533422,7,49,0,0.5000580658623738,50.76306731493977
32.65682850283713,26,31,1,0.11090413503968354,48.013443961368104
42.53655881946181,90,22,0,0.21979138473875268,69.63967132665987
33.05183816886699,88,44,0,0.864707156321147,61.609216801001544
28.631275865105845,76,64,1,0.9802309708850624,34.23761972341489
5.136901007490578,16,25,1,0.24214733704331326,55.623197732073514
18.70193225144196,23,51,1,0.5819660365482175,38.679757840024195
13.62751720024541,40,7,1,0.9697000904250793,84.34313034672056
12.577487347264636,60,6,2,0.24092323856106745,60.60132098986533
48.66402246024606,73,24,1,0.26767865575220523,56.956029727293014
19.95833737100464,32,19,0,0.9341347185355585,84.89194640713514
44.65630448126711,15,9,2,0.7351188818071442,66.67502622598906
31.74136198686451,13,36,2,0.23677001815794468,34.05890690078476
39.8431595253116,5,40,0,0.4541434040067488,57.89359113848991
25.38053610870701,75,24,2,0.1506429497932395,43.1267518221807
29.056742289004777,74,48,0,0.4894043805259248,51.45737568892267
24.879625844033765,52,63,2,0.8001113450383334,20.17746186880095
10.164527896003202,77,69,2,0.5985748491275145,11.32730672856616
36.26137970544451,41,53,0,0.6826979096345828,50.45672853974128
14.398231940822361,53,54,0,0.3941381189801883,44.48247403191061
1.7036403383569652,50,42,0,0.24525632597031372,52.44294381027961
32.45087864740481,15,45,0,0.11180500819613598,47.44113804448041
9.266978630648923,7,14,1,0.8391811098964109,75.8638520485718
47.052699925469256,40,29,1,0.6729891034112091,59.69665093410128
47.71946456162807,28,6,0,0.30638911715891953,85.28464939480446
45.7857873159122,32,7,1,0.47659056406956535,75.6416782191968
18.822855662644496,99,37,0,0.8212989418553028,67.01936120489225
1.2651025181789377,15,53,0,0.5848301674822471,48.7297461399865
46.45176884809241,100,18,2,0.3701438888013805,52.293909034479036
21.69511534170706,85,38,0,0.34046606545361696,57.652239673366914
48.349413542661644,70,59,0,0.2958526220039431,38.336598893281334
48.19918886591802,65,1,0,0.8413568921207528,99.13625669584609
42.72396804563432,4,68,0,0.6236743156161962,36.18063023473137
15.075220157444491,11,44,2,0.7382414491313178,35.84948029621653
19.5623375657953,26,47,0,0.8741083972576721,59.128199287058735
42.63126524008442,61,35,2,0.9881755322771946,48.20057592791008
16.187639255235744,37,60,0,0.3245352278777038,37.96043036568471
8.889890960961578,23,52,2,0.26281223871212167,20.40158290555326
28.06166249168833,93,8,1,0.5157985085145537,75.45124070024731
46.839661320958655,85,41,2,0.13156415153067927,27.790914337922835
34.953474935411165,91,3,2,0.8125460934071755,73.3351385090251
28.718027919423566,40,69,0,0.895383998950944,40.09293793238244
5.310236441653043,77,14,2,0.7174357288732256,61.951466821622944
30.942857721608902,23,26,2,0.3411955221072484,44.72465012043098
49.50766558016103,16,70,0,0.21083992658991152,27.13111152346057
7.43415875420794,94,58,1,0.44392976912789955,30.06782886586844
26.157317792004967,61,40,1,0.850002058454728,53.11489020466963
43.929967060433796,68,51,1,0.4130450234075032,35.698963451320736
37.16804657883312,80,5,2,0.13082911626397598,59.540895059386145
35.00227917926576,31,32,0,0.3468523386026187,63.05875758844438
35.27296215736191,53,1,1,0.9909510490681509,90.0119517507882
18.29481198537788,25,54,1,0.709001880099295,38.27453040613925
15.03279629109242,44,11,1,0.9107693469794151,79.77401669546208
40.56337719618642,12,53,1,0.7973787407509968,40.716340114049274
40.60061303661945,90,8,0,0.5857349637939676,88.44940127112487
43.42007976971513,97,25,1,0.23381998515548227,55.476252581091444
45.70540735154533,92,40,2,0.4137800305201459,33.65322364757087
25.81144874361642,9,32,2,0.6253662027468,44.445324621197116
25.32505658701638,12,28,0,0.8835691138587929,76.0589236951797
40.01561135885537,69,3,1,0.3418075412784097,76.7925024778128
32.67321457349937,54,62,1,0.20910418240620657,22.39486003347686
35.247360424256314,54,27,2,0.6029490857993357,48.46127129446773
39.891737137087,28,45,0,0.25885110026625013,50.035925738289954
44.55526441996953,56,25,2,0.649325592389716,51.04424342665095
17.230760264151023,99,61,0,0.3371692982353588,37.301068032155435
19.09135615567723,69,44,0,0.3078667038705622,51.78316339765657
5.152106022123015,98,46,0,0.459262688490002,52.69010125995731
29.12486697931061,98,14,2,0.6338725818021512,60.47690450838149
2.2791425529387332,77,8,0,0.5907859056543817,88.53853061551644
23.54710189755678,58,48,2,0.3202610295114825,24.944545895918253
27.36090941802504,78,14,2,0.9020050070080385,65.20839180900151
14.683791980350078,75,65,1,0.19889377276168094,19.567773685832996
29.746246398166033,42,7,2,0.13552080676690179,57.85907662328052
2.009762371982947,38,49,2,0.6424356424655778,29.747361981121795
2.3487353430861138,68,55,1,0.21106645125892884,28.605615797519008
41.21872775265308,53,13,1,0.554401732851065,71.7209154377365
18.329436749857514,33,56,1,0.9565959559686694,40.878987868105924
6.789495376268297,71,56,0,0.7287222443075111,48.62196521452687
26.351041372712817,56,15,0,0.6557109223579843,83.50807351151022
38.614680878381236,72,57,1,0.6173247023850527,34.00987462522582
11.183140861093737,51,58,0,0.2615853269796335,38.61421952696532
31.33307855304051,74,35,1,0.48938304216529394,51.16289775027458
4.724699517191516,43,16,0,0.4082711566300863,78.25942641796935
3.058245197846081,15,8,2,0.9577668899998565,71.48619588334252
26.802054262623326,38,45,0,0.3180882082336525,51.081228721910854
27.261438519700274,15,40,0,0.5243647342564463,59.13272263127362
32.052780124161224,5,54,2,0.9442714269486251,30.662060588762735
36.44152101927175,93,14,1,0.8102625871953836,75.3535533675841
48.80467793339546,83,59,0,0.9680637153559808,50.198492318102495
26.056867240909167,54,53,0,0.647497229632292,49.83557438326006
16.486345410591674,51,27,2,0.40040816927134065,44.887217266230394
39.86171664105083,10,47,2,0.8439847979176531,35.06852371095968
13.906196437472675,12,6,2,0.36231064423603354,62.743333347995076
22.229085324928988,4,55,2,0.24829552172069735,17.49850709669905
4.383590876442165,95,44,1,0.7356599326351067,47.56798264500615
1.7548617990651467,18,18,0,0.6750600971809235,81.20259807463934
48.15109652655729,80,16,0,0.8910540123358559,86.77865324767829
41.88101596535419,36,12,0,0.9657322820344456,91.62564907012396
34.95072320163805,25,20,0,0.8714778285020987,82.90399346145405
20.74317074850636,87,45,1,0.15401961782944368,36.42200458670972
9.078068843506866,76,64,0,0.6980620896840414,41.02249994687277
8.24363361221876,98,59,1,0.8062591715776412,35.579219739860896
12.88702345914747,36,22,1,0.9837358519151589,71.3562435666292
27.686719902952962,67,47,2,0.43719516956137033,27.8902797551465
35.872498173653085,9,29,2,0.2528934285440331,40.519551357982756
33.1797701475277,61,45,0,0.8676397556174991,60.778661494117245
14.35672789882417,53,9,1,0.3857200692692998,72.2735614331831
47.765831392828105,18,24,2,0.638381706214473,51.73343089225311
37.02589737644054,43,15,1,0.45090528779169986,68.13000007276196
27.940525599314334,35,36,2,0.46209363108279505,38.03498630358407
30.780176938600437,63,13,1,0.7592180312597064,75.33512104579142
21.2702030901756,98,44,0,0.4253276128059448,53.855888464460044
12.762683980307294,78,71,0,0.7237676016734382,35.299972167902936
18.12064759323745,4,72,1,0.1128956099070719,11.874113476493468
38.01338246798627,93,36,2,0.3921826510034884,36.80133127597916
1.2124776871729155,41,61,2,0.3871396282182964,14.654736661470317
6.245595705092354,45,40,0,0.7739517573070454,63.53695620748765
2.777130780076761,50,27,0,0.38310140442306506,68.10993265130301
2.5160757147890216,79,1,0,0.6699944191285747,96.11238010150002
42.845298908544855,28,34,2,0.7196719618970784,44.34484356879758
35.33106403931117,42,68,2,0.6925829897774037,13.8684864764003
23.971604539822597,80,21,0,0.6429643129437981,77.98932056837418
5.342790952224573,76,33,1,0.47225516441445525,52.62526618145651
24.8349858182832,69,7,2,0.4359744799154294,63.16090738036005
23.936852653638002,98,65,0,0.6081256525383008,38.55316982113106
9.073492560545752,1,3,1,0.1573327922358937,73.53724555873816
21.975656637279666,39,51,2,0.8882378578463735,32.32020012237526
20.225984352669986,96,54,1,0.8427836287273088,40.63525438125022
30.984579853584716,90,59,1,0.4117462453334707,28.61761150086694
31.93713571794837,17,6,2,0.6101372110470681,67.11650176551225
2.7425484837162037,91,29,0,0.939004928366017,76.15484453462949
19.043324424010326,88,17,1,0.344473117670887,64.48728065672688
31.480065827854702,35,60,0,0.7682097409253681,45.789548095410524
25.405244799714342,46,22,2,0.17445862658890465,45.311613656502026
42.896247138821956,42,24,1,0.571034932723874,62.30908007527945
33.105334765137776,39,51,1,0.8955722165025679,44.213678837123304
8.565254140530769,90,50,1,0.5965383557341661,39.81920640901133
3.9931529963212773,49,11,1,0.6546275441533912,75.25411692467286
32.29975427121262,62,56,1,0.9168753639785897,40.17807496497657
1.8123098718102797,38,71,2,0.7438245760448225,12.125787211116416
29.495891273036435,23,42,1,0.726282712201839,49.16711982633601
47.0413969505354,22,39,2,0.6277456198836086,38.311182612865316
28.985971804856007,4,69,0,0.6696897527731765,36.110318304065785
19.714411347222836,49,48,2,0.8233348816149556,33.821829352679806
32.342766812896485,59,57,1,0.9813097749675199,40.43278579390228
23.183518079330074,73,21,0,0.8157928186073692,81.03906689839906
27.50803107113878,68,20,2,0.7367831484642966,56.999047810489
47.102508034437996,71,15,2,0.22199039525036338,52.326492642400254
19.612080571138325,87,69,2,0.8353723486975239,15.505855299011396
48.07893290928375,2,51,1,0.7623949306588328,41.86362126308381
45.31485677682515,49,62,1,0.7933889758611105,32.70519858374545
10.191661172070173,88,37,2,0.30798683041898073,34.433300552338274
3.93338439332069,95,6,2,0.9130993268868349,72.46259671305219
5.4885110681826195,31,71,0,0.18755323151217598,25.837888345404213
1.4019803697517115,40,26,1,0.3282508501227519,56.26028335687986
5.1749265574184555,48,8,1,0.6967210944919615,78.64381585146273
34.30883528410966,51,4,0,0.7063430174479137,94.10687791974483
4.023838098781335,43,21,2,0.3819921096707424,49.85607113399848
16.289293699541183,98,31,2,0.7313677994006333,47.198141901230635
42.321327892988,55,21,0,0.44913748388938485,74.56903605975421
1.6519608189233803,88,25,2,0.10015796427213097,41.35358532606953
40.81618988815232,49,15,2,0.24634551905864518,52.75626520316171
14.451811351283297,90,35,0,0.8943564476963569,70.07314849128697
6.349158967271984,80,49,0,0.30042461055647696,47.240318591679404
34.98848968552546,57,43,0,0.20161930497298833,50.79061707144322
31.63267091560426,77,41,2,0.7139805453398751,38.06828295108157
43.93486466958912,15,37,0,0.4966357981687625,61.29032809689458
36.88601666829235,27,57,2,0.8169318427578799,25.76810298721513
40.272306054050006,68,42,1,0.8753004411092093,51.79669918941029
14.460711342279671,80,47,1,0.8613899896485083,47.13971319218005
9.28325741709628,64,61,0,0.38170829727720396,38.08700695090799
37.65543020622249,94,14,2,0.5549913441713478,59.08495956244385
40.43831959372957,30,68,2,0.6851275611822677,13.736927357090206
49.53000452903333,36,53,2,0.3897847785557116,21.759846809990645
20.92457500711561,67,34,0,0.13698938381771633,57.59088985714856
18.914895246742766,86,24,2,0.5460979440672272,50.10498387277064
38.93244155672885,86,20,2,0.11153650011903432,45.96589292767595
17.369775242524383,49,69,2,0.9555810622533525,17.627068356986538
46.57248761737645,76,30,1,0.8170152814657238,61.355844771061385
42.99143121622908,55,7,2,0.2728087988712351,60.28167206532934
21.73520435506341,85,36,1,0.35881457400273553,47.976571391768964
37.66811785567912,56,38,2,0.9845546932174944,45.489769696386816
37.84987226719178,68,52,2,0.43619369872717395,23.4610867145173
5.604631507378664,95,15,2,0.8053501216905031,62.62050738241272
45.17636888063855,44,46,1,0.502133921577329,41.6825546348183
25.50999243616893,31,23,2,0.8776863316905492,56.83852461748836
41.409644572333214,58,12,0,0.733378157345358,87.52550866610927
16.34245525101528,87,44,2,0.12061905390204342,24.950863624391232
44.828399810561926,53,15,1,0.3649508973453135,66.61324167803468
19.765483097341075,84,49,1,0.6021930834041073,40.80129440895238
1.0364637482747687,79,21,0,0.9335566396627785,83.11713717791976
45.31640783275355,23,15,0,0.19182690517734133,75.32233717408116
5.018690500913611,28,14,0,0.6410462839399603,84.13160427046098
16.306025060725535,16,42,1,0.3719590582713918,42.91469486283561
47.52806736901484,37,15,2,0.9003950038174963,64.29767735701569
47.55505377340903,21,63,2,0.7886526486926619,19.975260750455885
28.885175462102662,79,68,0,0.4327324498083568,32.811254029922225
31.775942002405063,17,27,0,0.2503928475177523,65.76814630748818
22.69805333792683,37,53,2,0.11034817515756801,16.82888503134158
15.013933199054195,77,52,0,0.6590210056047539,50.92122810259807
16.76889499581084,19,63,2,0.4655114268681194,14.273083603489589
33.7896635758134,30,53,2,0.3832808435746922,21.64507782692893
37.74253920716516,45,57,2,0.986952062473152,28.76829406747607
39.6831626644295,18,52,2,0.5195279220042837,24.93160941925887
39.586098068330415,78,43,1,0.7748553552808818,49.141932566198506
5.014702100910173,62,7,2,0.25967117552611263,60.04984446010761
24.973805082777783,36,42,0,0.11210973196763241,50.09342782704572
3.349158620823892,100,4,0,0.47580635750321437,90.03880865129238
27.70167967502491,84,69,0,0.6990983514483956,36.629264906864705
22.35575981798216,52,5,0,0.5559388265651135,90.57052873174601
44.44135704653584,19,41,1,0.901419631861952,53.139904824101905
17.870293121327894,44,4,2,0.49058141606844835,66.77141856446404
6.29481731316649,7,2,2,0.3799025318377821,66.58297807621129
7.578088261615375,44,67,0,0.9244438085868792,42.37033817535559
38.19477627001488,68,21,0,0.4661220507709428,74.86874715379633
31.101794134154922,34,70,0,0.34268307547565047,29.457626804660258
5.5055724680781175,66,43,2,0.18789496912907236,27.020324276676018
4.663286902692373,69,69,1,0.8139787958942388,26.89239887475305
35.19797200722644,55,9,1,0.8425823147180589,80.33539099674194
4.1017688150275795,10,28,1,0.12996800520865479,50.9967592171934
41.182072934872636,96,26,1,0.4227810385613723,57.9283710034191
35.458990244246564,42,3,0,0.7748888091381637,96.1987469187802
4.526764641774038,41,49,2,0.9517436627392485,35.20543729141313
4.699466847217,77,17,0,0.44003645546041453,77.93765534925711
49.338659135808186,69,63,1,0.8848480882415443,33.436789563733704
19.026404389927954,10,55,0,0.4543483658789756,44.662644906435446
18.8467862798111,10,23,1,0.2615451645183833,57.730101826146175
40.73357857924638,91,34,2,0.10310152939918273,33.46478991970414
47.388804580501,60,69,1,0.3971629208375918,19.537230927374022
49.307052659232106,51,15,0,0.4406275456546344,79.7126941773437
37.79222017031761,21,47,2,0.9506057759986025,36.949966447258106
19.12484948378033,8,3,1,0.28546322717856054,75.7982459777984
